case_id,patient_tld_gain,component_id,score,added_reference_voxels,airway_core_voxels,core_fraction,length_proxy_mm,elongation,mean_reference_radius_mm,centre_i,centre_j,centre_k
081,0.03050397877984079,319,183.55933912844873,58,0,0.0,10.016061528321297,1.2836846171151002,0.5659527051705594,329.8965517241379,348.58620689655174,357.5344827586207
151,0.03314012096774199,899,180.94912423231673,52,0,0.0,12.10894436406893,6.94363463658451,0.5997351828234588,340.0192307692308,357.13461538461536,259.2307692307692
116,0.02416263956007325,557,177.9080229795823,57,0,0.0,9.741848150355061,5.220480290877061,0.6360431501691031,391.5438596491228,330.96491228070175,170.0
034,0.020825721592985014,764,177.65931272350232,51,0,0.0,12.134883274658666,2.6401702470288746,0.7760258811118507,295.52941176470586,282.2352941176471,636.2352941176471
152,0.02541054451166813,269,177.18199673369796,54,0,0.0,10.76593277316192,5.391767591351488,0.6475600333838508,206.61111111111111,354.72222222222223,124.61111111111111
046,0.028377942599161488,59,175.2662584403136,65,0,0.0,7.270594401814626,2.599962086702628,0.8332072530309095,190.01538461538462,294.8461538461538,272.9384615384615
126,0.022104466313398907,100,173.49295813266534,48,0,0.0,13.064152136120994,6.9303614821947095,0.5563098104450828,171.64583333333331,247.4375,353.2708333333333
087,0.04262052959172902,349,172.22548279471994,50,0,0.0,11.86464676954975,6.498102649565709,0.7777732842224384,199.68,279.32,337.56
116,0.02416263956007325,437,168.43534798768988,61,0,0.0,7.624419901030417,3.236689511816455,0.6933962142503541,326.7704918032787,338.27868852459017,195.68852459016392
152,0.02541054451166813,287,164.9491696299599,49,0,0.0,11.332040217248347,6.753068283097151,0.733716502152161,208.0816326530612,267.7959183673469,242.3673469387755
087,0.04262052959172902,77,162.45535065415572,53,0,0.0,9.395422198705838,1.1636896731515143,0.5989218803745174,154.60377358490567,337.2830188679245,367.11320754716985
152,0.02541054451166813,507,160.55592730856293,35,22,0.6285714285714286,7.934196920256246,1.5822943335512611,2.031092156947533,243.0857142857143,303.37142857142857,540.9142857142857
151,0.03314012096774199,841,160.26205029759768,47,0,0.0,11.626946476047861,5.9454688482505444,0.7504770447969339,326.1489361702128,353.10638297872345,210.85106382978722
087,0.04262052959172902,150,159.4148026115973,54,0,0.0,8.715047768070827,3.6411030799185653,0.706044521109916,168.66666666666669,304.16666666666663,611.5555555555555
147,0.030355731225296445,514,150.10067157910692,49,0,0.0,9.383678304247777,4.085225441686146,0.781383140223905,365.1020408163265,282.1428571428571,333.44897959183675
087,0.04262052959172902,894,141.25123061416264,46,0,0.0,9.429069069005367,5.013385221485569,0.7097883779441716,396.17391304347825,266.9347826086956,272.0869565217391
087,0.04262052959172902,673,137.5444371485247,46,0,0.0,8.940676838612694,4.423036146579528,0.7448120165208039,334.45652173913044,319.02173913043475,620.7826086956522
087,0.04262052959172902,778,137.11367979847606,44,0,0.0,9.710827059854864,5.966825862194381,0.5933297022702829,354.5681818181818,356.6590909090909,342.6590909090909
046,0.028377942599161488,561,134.91387755121843,45,0,0.0,8.988520669582797,5.243382459566193,0.9214238318443551,342.2444444444444,255.42222222222222,362.35555555555555
147,0.030355731225296445,405,133.4834673336619,40,0,0.0,11.136147532135492,7.681663897583194,0.7112213189989245,326.65,367.9,227.5
151,0.03314012096774199,205,127.59422434718849,47,0,0.0,7.369980120760827,3.7439555131519127,0.811891535420073,184.48936170212767,188.4468085106383,294.3404255319149
034,0.020825721592985014,964,126.65458053208623,37,0,0.0,11.717591504571743,6.598797244307237,0.8626446948938132,340.5945945945946,303.72972972972974,320.1081081081081
116,0.02416263956007325,499,126.06275214198556,46,0,0.0,7.51031071720779,4.246886022330809,0.7341798537642198,350.2826086956522,284.97826086956525,271.47826086956525
125,0.023978545511910365,17,120.51560134951546,36,0,0.0,11.20679796962603,5.867895411053039,0.5859375,152.97222222222223,347.33333333333337,234.13888888888889
